"File","Line","Method","What","Purpose"
"GRM_Core.lua","19847","GRM.IsDateInOtherNotes ( int , int )","Returns true if the date is found in multiple locations...","So the addon can know if it is necessary to cleanup notes."
"GRM_Core.lua","19880","GRM.IsValidYear ( int )","Returns true if the year is greater than 3 (2004 is when game launched), and less than or equal to current year","Easy reusable check when parsing dates in the notes."
"GRM_Core.lua","19897","GRM.IsValidMonth ( int )","Returns true if the index is valid between 1 and 12","Verification of accurate data."
"GRM_Core.lua","19908","GRM.IsValidDay ( int , int , int )","Returns true if the day is within the correct limits of that month, leap year accounted for.","Easy reusable check when parsing dates in the notes."
"GRM_Core.lua","19922","GRM.GetParsedNoteDateNumbers ( string )","Returns which separtor being use, the parsed values of the date, and the note with the date parsed out","Easier editing of the player notes on the fly, particularly for the advanced join date tool"
"GRM_Core.lua","19971","GRM.DatesDoMatch ( array , string )","Returns true of the parsed date and the set date are the same, otherwise returns false","So player cna easily flag inconsistencies in the notes and correct them."
"GRM_Core.lua","19992","GRM.AuditRefresh()","Refreshes and updates all the frames in the audit JD tool","Easy refresh management for UX"
"GRM_Core.lua","20003","GRM.IsAnyHighlighted()","Returns true if at least one button is highlighted","Use as boolean gate"
"GRM_Core.lua","20019","GRM.GetNoteName()","Returns the string note name of the configured default destination for the join date","Cleaner code is all"
"GRM_Core.lua","20034","GRM.GetCountNeedingAttention ( bool )","Gets the number of players in the audit that still need to be dealt with","For UI info reporting to the player."
"GRM_Core.lua","20051","GRM.GetCountThatAreInMultipleLocations()","Gets the number of players in the audit that have dates in multiple locations","For UI info reporting to the player."
"GRM_Core.lua","20067","GRM.GetCountIncorrectLocationNotCorrectNotImported()","Gets the number of players in the audit that have dates in multiple locations, not correct location, and not yet imported.","For UI info reporting to the player."
"GRM_Core.lua","20082","GRM.RefreshJDAuditToolsTextFrames ( bool )","Rechecks that the button text matches the logic","Quality controls on UX"
"GRM_Core.lua","20131","GRM.RefreshJDAuditToolFrames ()","Builds the scroll frame for the audit tools","Quality of Life management feature"
"GRM_Core.lua","20214","GRM.BuildJDToolHybridButtons ( int )","Initiates the buttons and logic for the JD Audit tool buttons","Compartmentalize the code for easier call back to."
"GRM_Core.lua","20378","GRM.UpdateJDAuditTooltip ( int )","Refreshes the JD Audit Tool Tooltip","So, on scrolling, the tooltip easily updates on the fly as well."
"GRM_Core.lua","20393","GRM.JDAuditToolHybridShiftDown()","Shifts the buttons up one spot for hybrid scrollframe purpose","To keep from having to refresh the entire frames over and over. Now, it just shifts everything over once. Fast and lightweight for scrollwheel control"
"GRM_Core.lua","20433","GRM.JDAuditToolHybridShiftUp()","Shifts the buttons up one spot for hybrid scrollframe purpose","To keep from having to refresh the entire frames over and over. Now, it just shifts everything over once. Fast and lightweight for scrollwheel control"
"GRM_Core.lua","20564","GRM.JDAuditSetLastValue()","Triggers the setting fo all values at index 13 of the JD Audit tool","On the single line shift, you end up with 1 on the edge that needs to be built"
"GRM_Core.lua","20572","GRM.JDAuditSetFirstValue()","Triggers the setting fo all values at index 1 of the JD Audit tool","On the single line shift, you end up with 1 on the edge that needs to be built"
"GRM_Core.lua","20580","GRM.ConvertGRMDateFromNote ( array )","Initiates the flow of editing the GRM dates using the notes as reference, and refreshes the frames","For mass use in the JD Audit tool"
"GRM_Core.lua","20588","GRM.ConvertNoteFromGRM ( array )","Initiates the flow of editing the GRM dates using the notes as reference, and refreshes the frames","For mass use in the JD Audit tool"
"GRM_Core.lua","20595","GRM.EditJoinDateManually ( string , int , int , int )","changes the player's GRM join date to match the note join date.","Useful mini join date tool to cycle mass update join dates for guildies."
"GRM_Core.lua","20632","GRM.EditSavedNoteDateManually ( string , int )","changes the player's note date to match the GRM save date.","Useful mini join date tool to cycle mass update join dates for guildies."
"GRM_Core.lua","20787","GRM.AddDateTagToDefaultNote ( array )","Adds the join date properly to the default note","To control the Join Date being added to default note location, whilst not adding it if already found there, and not overwriting current note, and editing it slightly"
"GRM_Core.lua","20913","GRM.AddTimeStampToNote ( string , string , string )","Adds the new timestamp of when a player joins to the destination note","To track timestamps in the notes."
"GRM_Core.lua","20983","GRM.RemoveDatesFromNonDefaultNotes ( array )","Removes the join dates from the notes that are not set as default","Easy Cleanup of the notes."
"GRM_Core.lua","21051","GRM.FixMismatchedGRMdatesUsingNote ( bool )","Scans through all of the given names of the guild and their note status, determines which ones need to be fixed","UX tool for managing join date conformity easier."
"GRM_Core.lua","21069","GRM.FixMismatchedNotesUsingGRM ( bool )","Scans through all of the given names of the guild and their note status, determines which ones need to be fixed using the GRM save to overwrite the ntoes","UX tool for managing join date conformity easier."
"GRM_Core.lua","21085","GRM.ImportDatesFromNoteToGRM ( bool )","Scans through all the notes and imports the date to GRM as needed.","UX tool for ease of importing dates from the player notes."
"GRM_Core.lua","21101","GRM.GetNumAuditToolSelected()","Returns the int count of the number of selected players","Tooltip messaging - quality of life clarification to player on mouseover"
"GRM_Core.lua","21118","GRM.AddJoinDatesToDefaultNotes ( bool )","Scans through all the notes and imports the date to GRM as needed.","UX tool for ease of importing dates from the player notes."
"GRM_Core.lua","21138","GRM.CleanUpNonDefaultNotes ( bool )","Scans through all the notes to remove join dates from the incorrect notes.","UX tool for ease of cleaning up notes"
"GRM_Core.lua","21155","GRM.MismatchConfirmConfig()","Builds function template to be inserted into the confirmation window and determines if we are fixing all mismatched or only those highlighted (from note to GRM save)","Clean UX experience that prevents players from accidentally making an error"
"GRM_Core.lua","21167","GRM.MismatchConfirmConfig2()","Builds function template to be inserted into the confirmation window and determines if we are fixing all mismatched or only those highlighted (from GRM save to note)","Clean UX experience that prevents players from accidentally making an error"
"GRM_Core.lua","21179","GRM.MismatchConfirmConfig3()","Builds function template to be inserted into the confirmation window and determines if we are fixing all mismatched or only those highlighted (from GRM save to note)","Clean UX experience that prevents players from accidentally making an error"
"GRM_Core.lua","21191","GRM.MismatchConfirmConfig4()","Builds function template to be inserted into the confirmation window and determines if we are fixing all or only those highlighted (from GRM save to note)","Clean UX experience that prevents players from accidentally making an error"
"GRM_Core.lua","21203","GRM.MismatchConfirmConfig5()","Builds function template to be inserted into the confirmation window and determines if we are fixing all or only those highlighted (cleanup of non-default notes)","Clean UX experience that prevents players from accidentally making an error"
"GRM_Core.lua","21215","GRM.GetNumMismatchedButton4()","Returns the count of the number of mismatched, either all, or of that selected.","UX"
